CustomerID,Cluster,MerchantName,TransactionRank,TransactionRedeemedPoints,TransactionValue,TransactionFrom(days),CustomerLastTransactionFrom(days),Category
16980,1,Marketplace Central,3,1250,125.0,50.0,34,Grocery
16980,1,Marketplace Central,4,2000,200.0,50.0,34,Grocery
16981,1,Marketplace Central,1,920,92.0,50.0,26,Grocery
16982,1,Family Grocers,1,2880,288.0,25.0,83,Grocery
16983,1,Marketplace Central,1,660,66.0,11.11111111111111,189,Grocery
16984,1,Family Grocers,1,8939,893.9,33.33333333333333,48,Grocery
16985,1,Marketplace Central,1,1280,128.0,14.285714285714285,150,Grocery
16986,1,Family Grocers,1,2100,210.0,50.0,40,Grocery
16987,1,Grill Emperor,1,1180,118.0,8.333333333333332,266,F&B
16988,1,Marketplace Central,1,1400,140.0,100.0,1,Grocery
16989,1,Marketplace Central,1,2160,216.0,8.333333333333332,272,Grocery
16990,1,Marketplace Central,1,2230,223.0,9.090909090909092,27,Grocery
16990,1,Marketplace Central,2,820,82.0,50.0,27,Grocery
16991,3,Threads Royale,1,2640,264.0,100.0,6,Fashion
16992,1,Zest Market,1,1220,122.0,12.5,180,Grocery
16993,2,Herbal Wellness,1,2260,226.0,7.6923076923076925,303,Health & Beauty
16994,1,Marketplace Central,1,2830,283.0,100.0,20,Grocery
16995,1,Threads Royale,1,1980,198.0,20.0,99,Fashion
16996,1,Marketplace Central,1,5680,568.0,10.0,211,Grocery
16997,3,City Squad Fashions,1,1950,195.0,100.0,20,Fashion
16998,1,Marketplace Central,1,2410,241.0,8.333333333333332,271,Grocery
16999,1,Marketplace Central,1,8120,812.0,25.0,77,Grocery
17000,1,Family Grocers,1,6560,656.0,8.333333333333332,270,Grocery
17001,1,Marketplace Central,1,6260,626.0,25.0,77,Grocery
17002,1,Marketplace Central,1,1210,121.0,8.333333333333332,272,Grocery
17003,1,Cakeland,1,1380,138.0,12.5,165,F&B
17004,1,Marketplace Central,1,5840,584.0,100.0,5,Grocery
17005,1,Zest Market,1,1663,166.3,10.0,219,Grocery
17006,1,Marketplace Central,1,2160,216.0,25.0,84,Grocery
17007,1,Marketplace Central,1,2278,227.8,11.11111111111111,199,Grocery
17008,1,Marketplace Central,1,1170,117.0,9.090909090909092,252,Grocery
17008,1,Zest Market,1,1833,183.3,4.545454545454546,252,Grocery
17009,1,Threads Royale,1,2160,216.0,12.5,177,Fashion
17010,1,Marketplace Central,1,1300,130.0,8.333333333333332,279,Grocery
17011,1,Family Grocers,1,1960,196.0,14.285714285714285,146,Grocery
17012,1,Marketplace Central,1,1860,186.0,11.11111111111111,193,Grocery
17013,1,Threads Royale,1,9530,953.0,8.333333333333332,272,Fashion
17014,1,Grill Emperor,1,1815,181.5,16.666666666666664,136,F&B
17015,1,Sweets & Fizz,1,1980,198.0,50.0,41,F&B
17016,1,Zest Market,1,1820,182.0,8.333333333333332,261,Grocery
17017,1,Marketplace Central,1,6540,654.0,50.0,34,Grocery
17017,1,Threads Royale,1,3980,398.0,7.142857142857142,34,Fashion
17018,1,Family Grocers,1,3040,304.0,12.5,185,Grocery
17019,1,Marketplace Central,1,12795,1279.5,25.0,41,Grocery
17019,1,Marketplace Central,2,1500,150.0,50.0,41,Grocery
17020,1,Marketplace Central,1,3260,326.0,14.285714285714285,156,Grocery
17021,1,Marketplace Central,1,1300,130.0,25.0,92,Grocery
17022,1,Family Grocers,1,2412,241.2,10.0,226,Grocery
17023,1,Marketplace Central,1,1850,185.0,50.0,27,Grocery
17024,1,Marketplace Central,1,2170,217.0,9.090909090909092,250,Grocery
17025,1,Marketplace Central,1,8520,852.0,50.0,30,Grocery
17026,1,Marketplace Central,1,1680,168.0,50.0,41,Grocery
17026,1,Threads Royale,1,2980,298.0,11.11111111111111,41,Fashion
17027,1,Marketplace Central,1,1040,104.0,9.090909090909092,256,Grocery
17028,1,Marketplace Central,1,2070,207.0,9.090909090909092,34,Grocery
17028,1,Marketplace Central,2,1095,109.5,50.0,34,Grocery
17029,1,Grill Emperor,1,1823,182.3,8.333333333333332,279,F&B
17030,1,Marketplace Central,1,4640,464.0,20.0,8,Grocery
17030,1,Marketplace Central,2,740,74.0,100.0,8,Grocery
17030,1,Zest Market,1,1060,106.0,100.0,8,Grocery
17031,1,Grill Emperor,1,1060,106.0,10.0,201,F&B
17031,1,Grill Emperor,2,1220,122.0,11.11111111111111,201,F&B
17032,1,Marketplace Central,1,2560,256.0,16.666666666666664,124,Grocery
17033,1,Marketplace Central,1,5260,526.0,50.0,27,Grocery
17034,1,Marketplace Central,1,2840,284.0,100.0,20,Grocery
17035,1,Marketplace Central,1,2390,239.0,50.0,27,Grocery
17036,1,Marketplace Central,1,2180,218.0,100.0,2,Grocery
17037,1,Marketplace Central,1,1900,190.0,50.0,41,Grocery
17038,1,Marketplace Central,1,1900,190.0,50.0,43,Grocery
17039,1,Smokehouse Grill,1,2700,270.0,11.11111111111111,207,F&B
17040,1,Family Grocers,1,2477,247.7,9.090909090909092,250,Grocery
17041,1,Marketplace Central,1,1670,167.0,8.333333333333332,269,Grocery
17042,1,Aroma Beans,1,5300,530.0,9.090909090909092,244,F&B
17043,1,Marketplace Central,1,1180,118.0,7.6923076923076925,303,Grocery
17044,1,Family Grocers,1,4808,480.8,10.0,223,Grocery
17045,1,Threads Royale,1,2720,272.0,9.090909090909092,245,Fashion
17046,1,Marketplace Central,1,7990,799.0,9.090909090909092,27,Grocery
17046,1,Marketplace Central,2,2790,279.0,50.0,27,Grocery
17047,1,Threads Royale,1,2160,216.0,12.5,171,Fashion
17048,1,Marketplace Central,1,1260,126.0,16.666666666666664,132,Grocery
17049,1,Marketplace Central,1,540,54.0,33.33333333333333,45,Grocery
17049,1,Marketplace Central,2,3720,372.0,33.33333333333333,45,Grocery
17049,1,Marketplace Central,3,600,60.0,50.0,45,Grocery
17050,1,Threads Royale,1,3400,340.0,7.142857142857142,317,Fashion
17051,1,Family Grocers,1,836,83.6,7.142857142857142,28,Grocery
17051,1,Family Grocers,2,60,6.0,7.142857142857142,28,Grocery
17051,1,Family Grocers,3,197,19.7,11.11111111111111,28,Grocery
17051,1,Marketplace Central,1,280,28.0,25.0,28,Grocery
17051,1,Marketplace Central,2,100,10.0,50.0,28,Grocery
17052,1,Marketplace Central,1,1420,142.0,10.0,225,Grocery
17053,1,Marketplace Central,1,2760,276.0,11.11111111111111,195,Grocery
17054,3,City Squad Fashions,1,2400,240.0,100.0,15,Fashion
17055,1,Marketplace Central,1,1500,150.0,33.33333333333333,62,Grocery
17056,1,Marketplace Central,1,1980,198.0,33.33333333333333,56,Grocery
17057,1,Zest Market,1,1780,178.0,7.6923076923076925,288,Grocery
17058,1,Zest Market,1,1439,143.9,6.25,351,Grocery
17059,1,Marketplace Central,1,2080,208.0,100.0,20,Grocery
17060,1,Family Grocers,1,2160,216.0,20.0,97,Grocery
17061,1,Marketplace Central,1,2060,206.0,33.33333333333333,50,Grocery
17062,1,Marketplace Central,1,1380,138.0,11.11111111111111,193,Grocery
17063,1,Zest Market,1,1445,144.5,8.333333333333332,34,Grocery
17063,1,Zest Market,2,500,50.0,50.0,34,Grocery
17064,1,Family Grocers,1,1600,160.0,16.666666666666664,140,Grocery
17065,1,Zest Market,1,2760,276.0,33.33333333333333,52,Grocery
17066,1,Grill Emperor,1,1401,140.1,7.142857142857142,308,F&B
17067,1,Marketplace Central,1,4220,422.0,33.33333333333333,52,Grocery
17068,1,Threads Royale,1,1640,164.0,9.090909090909092,255,Fashion
17069,1,Marketplace Central,1,1200,120.0,16.666666666666664,132,Grocery
17070,1,Marketplace Central,1,2880,288.0,8.333333333333332,79,Grocery
17070,1,Marketplace Central,2,3760,376.0,25.0,79,Grocery
17071,1,Marketplace Central,1,2360,236.0,100.0,19,Grocery
17072,1,Marketplace Central,1,1460,146.0,8.333333333333332,270,Grocery
17073,1,Grill Emperor,1,2600,260.0,50.0,47,F&B
17074,1,Marketplace Central,1,1280,128.0,12.5,175,Grocery
17075,1,Family Grocers,1,1196,119.6,8.333333333333332,278,Grocery
17076,1,Marketplace Central,1,4317,431.7,50.0,35,Grocery
17077,1,Marketplace Central,1,7070,707.0,9.090909090909092,256,Grocery
17078,1,Marketplace Central,1,2120,212.0,20.0,99,Grocery
17079,1,Grill Emperor,1,1600,160.0,5.88235294117647,390,F&B
17080,1,Marketplace Central,1,1170,117.0,9.090909090909092,256,Grocery
17081,1,Marketplace Central,1,1840,184.0,12.5,166,Grocery
17082,1,Marketplace Central,1,1560,156.0,16.666666666666664,130,Grocery
17083,1,Marketplace Central,1,3620,362.0,14.285714285714285,153,Grocery
17084,1,Family Grocers,1,1060,106.0,9.090909090909092,66,Grocery
17084,1,Family Grocers,2,819,81.9,33.33333333333333,66,Grocery
17085,1,Marketplace Central,1,1125,112.5,9.090909090909092,101,Grocery
17085,1,Marketplace Central,2,440,44.0,20.0,101,Grocery
17086,1,Marketplace Central,1,1960,196.0,8.333333333333332,272,Grocery
17087,1,Marketplace Central,1,2180,218.0,100.0,5,Grocery
17088,4,Cakeland,1,1780,178.0,100.0,14,F&B
17089,1,Threads Royale,1,1718,171.8,10.0,221,Fashion
17090,1,Zest Market,1,2840,284.0,12.5,172,Grocery
17091,1,Family Grocers,1,680,68.0,7.6923076923076925,302,Grocery
17092,1,Threads Royale,1,620,62.0,7.6923076923076925,285,Fashion
17093,1,Cakeland,1,3678,367.8,10.0,229,F&B
17094,1,Marketplace Central,1,1608,160.8,100.0,24,Grocery
17095,1,Marketplace Central,1,1100,110.0,10.0,213,Grocery
17096,1,Marketplace Central,1,1200,120.0,8.333333333333332,34,Grocery
17096,1,Marketplace Central,2,490,49.0,50.0,34,Grocery
17097,1,Marketplace Central,1,2180,218.0,100.0,1,Grocery
17098,1,Marketplace Central,1,2120,212.0,50.0,27,Grocery
17099,1,Marketplace Central,1,1540,154.0,16.666666666666664,124,Grocery
17100,1,Grill Emperor,1,1560,156.0,5.88235294117647,27,F&B
17100,1,Marketplace Central,1,1440,144.0,50.0,27,Grocery
17101,1,Marketplace Central,1,1580,158.0,8.333333333333332,272,Grocery
17102,3,Threads Royale,1,5300,530.0,100.0,6,Fashion
17103,1,Aroma Beans,1,3270,327.0,9.090909090909092,250,F&B
17104,1,Marketplace Central,1,1020,102.0,9.090909090909092,27,Grocery
17104,1,Marketplace Central,2,720,72.0,20.0,27,Grocery
17104,1,Marketplace Central,3,400,40.0,50.0,27,Grocery
17105,1,Zest Market,1,1219,121.9,12.5,166,Grocery
17106,1,Family Grocers,1,770,77.0,7.142857142857142,303,Grocery
17106,1,Family Grocers,2,1267,126.7,7.6923076923076925,303,Grocery
17107,1,Marketplace Central,1,1740,174.0,14.285714285714285,162,Grocery
17107,1,Cakeland,1,1600,160.0,10.0,162,F&B
17108,1,Marketplace Central,1,1670,167.0,9.090909090909092,27,Grocery
17108,1,Marketplace Central,2,3130,313.0,50.0,27,Grocery
17108,1,Zest Market,1,2700,270.0,6.25,27,Grocery
17109,1,Family Grocers,1,1946,194.6,9.090909090909092,252,Grocery
17110,1,Threads Royale,1,2810,281.0,50.0,34,Fashion
17111,1,Marketplace Central,1,1600,160.0,8.333333333333332,271,Grocery
17112,1,Marketplace Central,1,1000,100.0,8.333333333333332,263,Grocery
17113,1,Marketplace Central,1,3980,398.0,50.0,34,Grocery
17114,5,Marketplace Central,1,3110,311.0,50.0,34,Grocery
17114,5,Nuts & Seeds Co.,1,600,60.0,50.0,34,F&B
17114,5,Herbal Wellness,1,1580,158.0,33.33333333333333,34,Health & Beauty
17115,1,Family Grocers,1,2559,255.9,11.11111111111111,63,Grocery
17115,1,Marketplace Central,1,860,86.0,33.33333333333333,63,Grocery
17116,1,Marketplace Central,1,1340,134.0,100.0,11,Grocery
17117,1,Marketplace Central,1,10740,1074.0,33.33333333333333,65,Grocery
17118,1,Marketplace Central,1,2070,207.0,50.0,27,Grocery
17119,1,Marketplace Central,1,1450,145.0,50.0,27,Grocery
17120,2,Herbal Wellness,1,4400,440.0,50.0,34,Health & Beauty
17121,1,Marketplace Central,1,1970,197.0,8.333333333333332,260,Grocery
17122,1,Marketplace Central,1,12540,1254.0,33.33333333333333,70,Grocery
17123,1,Family Grocers,1,1261,126.1,14.285714285714285,143,Grocery
17124,1,Marketplace Central,1,680,68.0,50.0,38,Grocery
17124,1,Zest Market,1,3711,371.1,12.5,38,Grocery
17125,1,Marketplace Central,1,7240,724.0,8.333333333333332,23,Grocery
17125,1,Marketplace Central,2,5643,564.3,100.0,23,Grocery
17126,1,Grill Emperor,1,1365,136.5,8.333333333333332,271,F&B
17127,1,Marketplace Central,1,4240,424.0,12.5,170,Grocery
17128,1,Family Grocers,1,198,19.8,8.333333333333332,257,Grocery
17129,1,Family Grocers,1,1720,172.0,9.090909090909092,241,Grocery
17130,1,Family Grocers,1,2077,207.7,25.0,78,Grocery
17131,1,Marketplace Central,1,18700,1870.0,8.333333333333332,264,Grocery
17132,1,Family Grocers,1,501,50.1,10.0,79,Grocery
17132,1,Family Grocers,2,504,50.4,25.0,79,Grocery
17133,2,Herbal Wellness,1,2960,296.0,33.33333333333333,54,Health & Beauty
17134,1,Family Grocers,1,3260,326.0,50.0,45,Grocery
17135,1,Threads Royale,1,3830,383.0,8.333333333333332,269,Fashion
17136,1,Marketplace Central,1,2169,216.9,50.0,34,Grocery
17137,1,Marketplace Central,1,1350,135.0,11.11111111111111,39,Grocery
17137,1,Marketplace Central,2,810,81.0,50.0,39,Grocery
17138,1,Marketplace Central,1,1900,190.0,25.0,88,Grocery
17139,1,Grill Emperor,1,1040,104.0,8.333333333333332,258,F&B
17140,1,Marketplace Central,1,640,64.0,7.6923076923076925,55,Grocery
17140,1,Marketplace Central,2,477,47.7,33.33333333333333,55,Grocery
17141,3,City Squad Fashions,1,5040,504.0,100.0,19,Fashion
17142,3,Threads Royale,1,1450,145.0,100.0,20,Fashion
17143,1,Threads Royale,1,2440,244.0,25.0,83,Fashion
17144,1,Marketplace Central,1,2600,260.0,20.0,100,Grocery
17145,1,Marketplace Central,1,2520,252.0,9.090909090909092,85,Grocery
17145,1,Marketplace Central,2,1260,126.0,25.0,85,Grocery
17146,1,Marketplace Central,1,14460,1446.0,50.0,26,Grocery
17147,1,Marketplace Central,1,1500,150.0,8.333333333333332,265,Grocery
17148,1,Family Grocers,1,1960,196.0,10.0,229,Grocery
17149,1,Family Grocers,1,1660,166.0,7.6923076923076925,35,Grocery
17149,1,Marketplace Central,1,960,96.0,50.0,35,Grocery
17150,1,Marketplace Central,1,3740,374.0,9.090909090909092,236,Grocery
17151,1,Threads Royale,1,1640,164.0,14.285714285714285,162,Fashion
17152,1,Marketplace Central,1,1840,184.0,9.090909090909092,251,Grocery
17153,1,Family Grocers,1,1720,172.0,11.11111111111111,209,Grocery
17154,1,Marketplace Central,1,1820,182.0,20.0,103,Grocery
17155,1,Marketplace Central,1,600,60.0,33.33333333333333,67,Grocery
17155,1,Zest Market,1,1852,185.2,12.5,67,Grocery
17156,1,Marketplace Central,1,1980,198.0,9.090909090909092,255,Grocery
17157,1,Marketplace Central,1,1440,144.0,8.333333333333332,279,Grocery
17158,1,Marketplace Central,1,3050,305.0,100.0,6,Grocery
17159,1,Marketplace Central,1,1560,156.0,33.33333333333333,53,Grocery
17160,1,Marketplace Central,1,1700,170.0,12.5,170,Grocery
17161,1,FryBird,1,3650,365.0,50.0,34,F&B
17162,1,Marketplace Central,1,560,56.0,9.090909090909092,41,Grocery
17162,1,Marketplace Central,2,510,51.0,50.0,41,Grocery
17163,1,Marketplace Central,1,980,98.0,50.0,36,Grocery
17164,1,Family Grocers,1,6176,617.6,8.333333333333332,266,Grocery
17165,1,Marketplace Central,1,1260,126.0,9.090909090909092,246,Grocery
17166,1,Zest Market,1,1860,186.0,14.285714285714285,141,Grocery
17167,1,Marketplace Central,1,370,37.0,100.0,13,Grocery
17168,1,Family Grocers,1,1047,104.7,33.33333333333333,53,Grocery
17169,1,Zest Market,1,1398,139.8,8.333333333333332,262,Grocery
17170,1,Family Grocers,1,840,84.0,8.333333333333332,36,Grocery
17170,1,Family Grocers,2,129,12.9,11.11111111111111,36,Grocery
17170,1,Family Grocers,3,320,32.0,50.0,36,Grocery
17171,1,Marketplace Central,1,1100,110.0,14.285714285714285,141,Grocery
17172,1,Aroma Beans,1,3560,356.0,7.6923076923076925,270,F&B
17172,1,Aroma Beans,2,850,85.0,8.333333333333332,270,F&B
17173,1,Cakeland,1,900,90.0,33.33333333333333,51,F&B
17174,1,Marketplace Central,1,860,86.0,20.0,80,Grocery
17174,1,Marketplace Central,2,800,80.0,25.0,80,Grocery
17175,1,Marketplace Central,1,1040,104.0,7.6923076923076925,295,Grocery
17176,1,Zest Market,1,2660,266.0,50.0,30,Grocery
17177,1,Grill Emperor,1,1900,190.0,14.285714285714285,145,F&B
17178,5,Gizmo Genius,1,11980,1198.0,100.0,10,Electronics
17179,1,Marketplace Central,1,1940,194.0,11.11111111111111,207,Grocery
17180,1,Family Grocers,1,1211,121.1,8.333333333333332,257,Grocery
17181,1,Family Grocers,1,13046,1304.6,33.33333333333333,62,Grocery
17182,1,Marketplace Central,1,960,96.0,50.0,31,Grocery
17183,1,Smokehouse Grill,1,2060,206.0,6.666666666666667,38,F&B
17183,1,Smokehouse Grill,2,1387,138.7,50.0,38,F&B
17184,1,Family Grocers,1,1340,134.0,16.666666666666664,125,Grocery
17185,1,Marketplace Central,1,2840,284.0,8.333333333333332,261,Grocery
17186,1,Marketplace Central,1,1380,138.0,50.0,37,Grocery
17187,1,Zest Market,1,1319,131.9,6.25,353,Grocery
17188,1,Marketplace Central,1,3300,330.0,7.142857142857142,41,Grocery
17188,1,Marketplace Central,2,920,92.0,10.0,41,Grocery
17188,1,Marketplace Central,3,2510,251.0,50.0,41,Grocery
17189,1,Marketplace Central,1,420,42.0,7.142857142857142,68,Grocery
17189,1,Marketplace Central,2,1009,100.9,7.142857142857142,68,Grocery
17189,1,Marketplace Central,3,500,50.0,33.33333333333333,68,Grocery
17190,1,Marketplace Central,1,740,74.0,100.0,9,Grocery
17190,1,Threads Royale,1,1820,182.0,7.142857142857142,9,Fashion
17190,1,Threads Royale,2,380,38.0,12.5,9,Fashion
17191,1,Family Grocers,1,1290,129.0,8.333333333333332,259,Grocery
17192,1,Marketplace Central,1,1980,198.0,100.0,7,Grocery
17193,1,Aroma Beans,1,1660,166.0,9.090909090909092,247,F&B
17194,5,Marketplace Central,1,2710,271.0,8.333333333333332,27,Grocery
17194,5,Marketplace Central,2,450,45.0,9.090909090909092,27,Grocery
17194,5,Marketplace Central,3,8100,810.0,50.0,27,Grocery
17194,5,Smokehouse Grill,1,1568,156.8,5.555555555555555,27,F&B
17194,5,Smokehouse Grill,2,7640,764.0,5.555555555555555,27,F&B
17194,5,Herbal Wellness,1,2700,270.0,6.666666666666667,27,Health & Beauty
17195,1,Zest Market,1,960,96.0,6.25,87,Grocery
17195,1,Zest Market,2,842,84.2,25.0,87,Grocery
17196,4,Marketplace Central,1,210,21.0,9.090909090909092,20,Grocery
17196,4,Cakeland,1,1250,125.0,100.0,20,F&B
17197,1,Marketplace Central,1,1530,153.0,9.090909090909092,256,Grocery
17198,1,Marketplace Central,1,1660,166.0,12.5,170,Grocery
17199,1,Aroma Beans,1,1060,106.0,9.090909090909092,252,F&B
17200,1,Family Grocers,1,1080,108.0,10.0,227,Grocery
17201,1,Threads Royale,1,1490,149.0,9.090909090909092,252,Fashion
17202,1,Cakeland,1,2300,230.0,50.0,27,F&B
17203,1,Marketplace Central,1,1610,161.0,8.333333333333332,3,Grocery
17203,1,Marketplace Central,2,1020,102.0,100.0,3,Grocery
17204,1,Marketplace Central,1,2920,292.0,50.0,28,Grocery
17205,1,Marketplace Central,1,1020,102.0,12.5,183,Grocery
17206,1,Marketplace Central,1,2220,222.0,12.5,164,Grocery
17207,1,Grill Emperor,1,2800,280.0,5.0,269,F&B
17207,1,Nuts & Seeds Co.,1,1330,133.0,8.333333333333332,269,F&B
17208,1,Marketplace Central,1,1760,176.0,100.0,20,Grocery
17209,1,Marketplace Central,1,1920,192.0,7.142857142857142,314,Grocery
17210,1,Marketplace Central,1,2260,226.0,8.333333333333332,271,Grocery
17211,1,Grill Emperor,1,1240,124.0,6.25,372,F&B
17212,1,Marketplace Central,1,1540,154.0,9.090909090909092,244,Grocery
17213,1,Marketplace Central,1,1160,116.0,100.0,20,Grocery
17213,1,Aroma Beans,1,3000,300.0,9.090909090909092,20,F&B
17214,1,Zest Market,1,740,74.0,5.555555555555555,271,Grocery
17214,1,Zest Market,2,410,41.0,8.333333333333332,271,Grocery
17215,1,Marketplace Central,1,13320,1332.0,7.6923076923076925,55,Grocery
17215,1,Marketplace Central,2,8080,808.0,33.33333333333333,55,Grocery
17216,1,Marketplace Central,1,2420,242.0,100.0,23,Grocery
17217,1,Marketplace Central,1,1820,182.0,50.0,28,Grocery
17218,1,Grill Emperor,1,1140,114.0,4.545454545454546,498,F&B
17219,1,Marketplace Central,1,1880,188.0,50.0,31,Grocery
17220,1,Zest Market,1,1740,174.0,14.285714285714285,154,Grocery
17221,1,Marketplace Central,1,260,26.0,50.0,27,Grocery
17222,1,Zest Market,1,2240,224.0,9.090909090909092,241,Grocery
17223,1,Zest Market,1,700,70.0,9.090909090909092,249,Grocery
17224,1,Marketplace Central,1,1270,127.0,50.0,41,Grocery
17225,1,Marketplace Central,1,1080,108.0,33.33333333333333,67,Grocery
17225,1,Zest Market,1,1808,180.8,6.666666666666667,67,Grocery
17226,1,Zest Market,1,1880,188.0,10.0,231,Grocery
17227,1,Marketplace Central,1,1800,180.0,10.0,231,Grocery
17228,1,Marketplace Central,1,11145,1114.5,33.33333333333333,70,Grocery
17229,1,Marketplace Central,1,978,97.8,50.0,41,Grocery
17230,1,Marketplace Central,1,4000,400.0,20.0,103,Grocery
17231,1,Family Grocers,1,5031,503.1,25.0,79,Grocery
17232,1,Marketplace Central,1,2820,282.0,50.0,34,Grocery
17233,1,Zest Market,1,28611,2861.1,25.0,77,Grocery
17234,1,Zest Market,1,2298,229.8,11.11111111111111,208,Grocery
17235,5,Herbal Wellness,1,1500,150.0,100.0,22,Health & Beauty
17236,1,Cakeland,1,1260,126.0,11.11111111111111,207,F&B
17237,1,Marketplace Central,1,4897,489.7,25.0,79,Grocery
17238,1,Marketplace Central,1,2720,272.0,20.0,18,Grocery
17238,1,Marketplace Central,2,520,52.0,100.0,18,Grocery
17239,1,Marketplace Central,1,1980,198.0,12.5,182,Grocery
17240,1,Family Grocers,1,1684,168.4,10.0,219,Grocery
17241,1,Threads Royale,1,840,84.0,16.666666666666664,129,Fashion
17242,1,Grill Emperor,1,1202,120.2,5.0,34,F&B
17242,1,Marketplace Central,1,390,39.0,9.090909090909092,34,Grocery
17242,1,Marketplace Central,2,532,53.2,25.0,34,Grocery
17242,1,Marketplace Central,3,150,15.0,50.0,34,Grocery
17243,1,Cakeland,1,3000,300.0,9.090909090909092,243,F&B
17244,1,Marketplace Central,1,867,86.7,10.0,230,Grocery
17245,1,Marketplace Central,1,1260,126.0,100.0,13,Grocery
17246,5,Marketplace Central,1,5760,576.0,16.666666666666664,20,Grocery
17246,5,Threads Royale,1,1360,136.0,7.142857142857142,20,Fashion
17246,5,Threads Royale,2,4050,405.0,7.142857142857142,20,Fashion
17246,5,Threads Royale,3,1569,156.9,9.090909090909092,20,Fashion
17246,5,Threads Royale,4,3160,316.0,100.0,20,Fashion
17247,1,Marketplace Central,1,2301,230.1,50.0,27,Grocery
17248,1,Threads Royale,1,1230,123.0,8.333333333333332,272,Fashion
17249,1,Marketplace Central,1,1220,122.0,9.090909090909092,250,Grocery
17250,1,Family Grocers,1,516,51.6,33.33333333333333,69,Grocery
17251,1,Marketplace Central,1,1840,184.0,50.0,27,Grocery
17252,1,Family Grocers,1,2340,234.0,11.11111111111111,203,Grocery
17253,1,Zest Market,1,1380,138.0,5.555555555555555,415,Grocery
17254,1,Family Grocers,1,5626,562.6,7.6923076923076925,297,Grocery
17255,1,Marketplace Central,1,1940,194.0,14.285714285714285,160,Grocery
17256,1,Marketplace Central,1,1540,154.0,10.0,230,Grocery
17257,1,Family Grocers,1,1368,136.8,7.6923076923076925,286,Grocery
17258,1,Marketplace Central,1,700,70.0,8.333333333333332,260,Grocery
17259,1,Nuts & Seeds Co.,1,5391,539.1,8.333333333333332,257,F&B
17260,4,Grill Emperor,1,1820,182.0,6.25,18,F&B
17260,4,Grill Emperor,2,2020,202.0,100.0,18,F&B
17261,1,Family Grocers,1,1202,120.2,50.0,41,Grocery
17262,1,Zest Market,1,2039,203.9,33.33333333333333,64,Grocery
17263,1,Marketplace Central,1,2960,296.0,100.0,19,Grocery
17264,1,Marketplace Central,1,460,46.0,25.0,71,Grocery
17264,1,Zest Market,1,2771,277.1,6.25,71,Grocery
17264,1,Zest Market,2,1200,120.0,14.285714285714285,71,Grocery
17265,1,Marketplace Central,1,1220,122.0,10.0,225,Grocery
17266,1,Family Grocers,1,4120,412.0,7.142857142857142,111,Grocery
17266,1,Family Grocers,2,1360,136.0,12.5,111,Grocery
17266,1,Family Grocers,3,1060,106.0,20.0,111,Grocery
17267,1,Marketplace Central,1,1750,175.0,9.090909090909092,256,Grocery
17268,1,Threads Royale,1,2160,216.0,10.0,233,Fashion
17269,1,Marketplace Central,1,1200,120.0,9.090909090909092,241,Grocery
17270,3,Threads Royale,1,2230,223.0,100.0,13,Fashion
17271,1,Threads Royale,1,2170,217.0,50.0,27,Fashion
17272,1,Marketplace Central,1,1640,164.0,8.333333333333332,269,Grocery
17273,1,Family Grocers,1,2220,222.0,7.6923076923076925,300,Grocery
17274,1,Family Grocers,1,1980,198.0,25.0,74,Grocery
17275,1,Grill Emperor,1,1160,116.0,11.11111111111111,191,F&B
17276,1,Marketplace Central,1,2720,272.0,100.0,20,Grocery
17277,1,Marketplace Central,1,2370,237.0,100.0,20,Grocery
17278,1,Zest Market,1,1438,143.8,8.333333333333332,263,Grocery
17279,1,Family Grocers,1,1696,169.6,8.333333333333332,257,Grocery
17280,1,Nuts & Seeds Co.,1,1200,120.0,50.0,36,F&B
17281,1,Family Grocers,1,1096,109.6,50.0,44,Grocery
17282,1,Threads Royale,1,2000,200.0,9.090909090909092,240,Fashion
17283,1,Threads Royale,1,580,58.0,16.666666666666664,126,Fashion
17284,1,Grill Emperor,1,2680,268.0,33.33333333333333,59,F&B
17285,1,Family Grocers,1,3378,337.8,9.090909090909092,238,Grocery
17286,1,Family Grocers,1,1257,125.7,16.666666666666664,122,Grocery
17287,2,Herbal Wellness,1,2780,278.0,11.11111111111111,209,Health & Beauty
17288,1,Marketplace Central,1,1540,154.0,50.0,34,Grocery
17289,1,Zest Market,1,1511,151.1,14.285714285714285,151,Grocery
17290,1,Threads Royale,1,9820,982.0,33.33333333333333,67,Fashion
17291,1,Grill Emperor,1,1440,144.0,6.666666666666667,342,F&B
17292,1,Marketplace Central,1,1640,164.0,20.0,110,Grocery
17293,1,Threads Royale,1,1200,120.0,6.666666666666667,330,Fashion
17294,1,Family Grocers,1,705,70.5,6.666666666666667,327,Grocery
17295,1,Marketplace Central,1,810,81.0,50.0,34,Grocery
17296,1,Marketplace Central,1,3400,340.0,10.0,229,Grocery
17297,1,Marketplace Central,1,2080,208.0,50.0,33,Grocery
17298,1,Marketplace Central,1,820,82.0,20.0,22,Grocery
17298,1,Marketplace Central,2,420,42.0,100.0,22,Grocery
17298,1,Zest Market,1,1274,127.4,6.666666666666667,22,Grocery
17299,1,Marketplace Central,1,2540,254.0,50.0,43,Grocery
17300,1,Zest Market,1,1380,138.0,9.090909090909092,253,Grocery
17301,1,Marketplace Central,1,1560,156.0,100.0,20,Grocery
17302,1,Marketplace Central,1,11580,1158.0,9.090909090909092,236,Grocery
